qualtrics_id,sub_type,item_number,rev_scoring,response,scored_response
R_2EE1eoKCYITmD0x,RE,7,neg,2,4
R_2EE1eoKCYITmD0x,RA,5,neg,2,4
R_2EE1eoKCYITmD0x,RA,6,NA,4,4
R_2EE1eoKCYITmD0x,RA,7,NA,4,4
R_2EE1eoKCYITmD0x,RE,8,NA,Strongly Agree,5
R_2EE1eoKCYITmD0x,RA,8,NA,Strongly Agree,5
R_2EE1eoKCYITmD0x,RA,9,NA,3,3
R_2EE1eoKCYITmD0x,RE,9,neg,2,4
R_2EE1eoKCYITmD0x,RA,10,NA,4,4
R_2EE1eoKCYITmD0x,RE,10,NA,2,2
R_2EE1eoKCYITmD0x,EE,1,NA,4,4
R_2EE1eoKCYITmD0x,EA,1,neg,2,4
R_2EE1eoKCYITmD0x,EA,2,NA,4,4
R_2EE1eoKCYITmD0x,EA,3,NA,4,4
R_2EE1eoKCYITmD0x,EE,2,NA,4,4
R_2EE1eoKCYITmD0x,EE,3,NA,4,4
R_2EE1eoKCYITmD0x,EA,4,NA,4,4
R_2EE1eoKCYITmD0x,EA,5,NA,4,4
R_2EE1eoKCYITmD0x,EA,6,neg,Strongly Disagree,5
R_2EE1eoKCYITmD0x,EE,4,neg,2,4
R_2EE1eoKCYITmD0x,EE,5,NA,3,3
R_2EE1eoKCYITmD0x,EE,6,neg,2,4
R_2EE1eoKCYITmD0x,EE,7,neg,2,4
R_2EE1eoKCYITmD0x,EE,8,neg,2,4
R_2EE1eoKCYITmD0x,EA,7,NA,Strongly Agree,5
R_2EE1eoKCYITmD0x,EE,9,neg,2,4
R_2EE1eoKCYITmD0x,EA,8,neg,3,3
R_2EE1eoKCYITmD0x,EE,10,NA,4,4
R_2EE1eoKCYITmD0x,EA,9,NA,4,4
R_2EE1eoKCYITmD0x,EA,10,neg,2,4
R_2cbkPzQkCJBHWyP,RE,1,neg,2,4
R_2cbkPzQkCJBHWyP,RA,1,neg,2,4
R_2cbkPzQkCJBHWyP,RE,2,NA,Strongly Agree,5
R_2cbkPzQkCJBHWyP,RA,2,neg,2,4
R_2cbkPzQkCJBHWyP,RE,3,neg,2,4
R_2cbkPzQkCJBHWyP,RE,4,NA,4,4
R_2cbkPzQkCJBHWyP,RE,5,neg,Strongly Disagree,5
R_2cbkPzQkCJBHWyP,RA,3,neg,2,4
R_2cbkPzQkCJBHWyP,RA,4,neg,2,4
R_2cbkPzQkCJBHWyP,RE,6,NA,3,3
R_2cbkPzQkCJBHWyP,RE,7,neg,2,4
R_2cbkPzQkCJBHWyP,RA,5,neg,2,4
R_2cbkPzQkCJBHWyP,RA,6,NA,4,4
R_2cbkPzQkCJBHWyP,RA,7,NA,4,4
R_2cbkPzQkCJBHWyP,RE,8,NA,4,4
R_2cbkPzQkCJBHWyP,RA,8,NA,4,4
R_2cbkPzQkCJBHWyP,RA,9,NA,4,4
R_2cbkPzQkCJBHWyP,RE,9,neg,Strongly Disagree,5
R_2cbkPzQkCJBHWyP,RA,10,NA,4,4
R_2cbkPzQkCJBHWyP,RE,10,NA,4,4
R_2cbkPzQkCJBHWyP,EE,1,NA,2,2
R_2cbkPzQkCJBHWyP,EA,1,neg,3,3
R_2cbkPzQkCJBHWyP,EA,2,NA,2,2
R_2cbkPzQkCJBHWyP,EA,3,NA,2,2
R_2cbkPzQkCJBHWyP,EE,2,NA,3,3
R_2cbkPzQkCJBHWyP,EE,3,NA,2,2
R_2cbkPzQkCJBHWyP,EA,4,NA,2,2
R_2cbkPzQkCJBHWyP,EA,5,NA,3,3
R_2cbkPzQkCJBHWyP,EA,6,neg,3,3
R_2cbkPzQkCJBHWyP,EE,4,neg,4,2
R_2cbkPzQkCJBHWyP,EE,5,NA,3,3
R_2cbkPzQkCJBHWyP,EE,6,neg,Strongly Agree,1
R_2cbkPzQkCJBHWyP,EE,7,neg,4,2
R_2cbkPzQkCJBHWyP,EE,8,neg,3,3
R_2cbkPzQkCJBHWyP,EA,7,NA,2,2
R_2cbkPzQkCJBHWyP,EE,9,neg,2,4
R_2cbkPzQkCJBHWyP,EA,8,neg,3,3
R_2cbkPzQkCJBHWyP,EE,10,NA,3,3
R_2cbkPzQkCJBHWyP,EA,9,NA,2,2
R_2cbkPzQkCJBHWyP,EA,10,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,RE,1,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RA,1,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RE,2,NA,Strongly Agree,5
R_1jTzy25ZCEPdmH8,RA,2,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RE,3,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RE,4,NA,Strongly Agree,5
R_1jTzy25ZCEPdmH8,RE,5,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RA,3,neg,2,4
R_1jTzy25ZCEPdmH8,RA,4,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RE,6,NA,Strongly Agree,5
R_1jTzy25ZCEPdmH8,RE,7,neg,3,3
R_1jTzy25ZCEPdmH8,RA,5,neg,2,4
R_1jTzy25ZCEPdmH8,RA,6,NA,3,3
R_1jTzy25ZCEPdmH8,RA,7,NA,Strongly Agree,5
R_1jTzy25ZCEPdmH8,RE,8,NA,3,3
R_1jTzy25ZCEPdmH8,RA,8,NA,Strongly Agree,5
R_1jTzy25ZCEPdmH8,RA,9,NA,Strongly Agree,5
R_1jTzy25ZCEPdmH8,RE,9,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,RA,10,NA,4,4
R_1jTzy25ZCEPdmH8,RE,10,NA,3,3
R_1jTzy25ZCEPdmH8,EE,1,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EA,1,neg,4,2
R_1jTzy25ZCEPdmH8,EA,2,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EA,3,NA,2,2
R_1jTzy25ZCEPdmH8,EE,2,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EE,3,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EA,4,NA,2,2
R_1jTzy25ZCEPdmH8,EA,5,NA,2,2
R_1jTzy25ZCEPdmH8,EA,6,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,EE,4,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,EE,5,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EE,6,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,EE,7,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,EE,8,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,EA,7,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EE,9,neg,Strongly Agree,1
R_1jTzy25ZCEPdmH8,EA,8,neg,Strongly Disagree,5
R_1jTzy25ZCEPdmH8,EE,10,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EA,9,NA,Strongly Disagree,1
R_1jTzy25ZCEPdmH8,EA,10,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RE,1,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RA,1,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RE,2,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,RA,2,neg,2,4
R_tFgpQ636MClxHSV,RE,3,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RE,4,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,RE,5,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RA,3,neg,2,4
R_tFgpQ636MClxHSV,RA,4,neg,2,4
R_tFgpQ636MClxHSV,RE,6,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,RE,7,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RA,5,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,RA,6,NA,3,3
R_tFgpQ636MClxHSV,RA,7,NA,4,4
R_tFgpQ636MClxHSV,RE,8,NA,2,2
R_tFgpQ636MClxHSV,RA,8,NA,4,4
R_tFgpQ636MClxHSV,RA,9,NA,4,4
R_tFgpQ636MClxHSV,RE,9,neg,Strongly Disagree,5
R_tFgpQ636MClxHSV,RA,10,NA,Strongly Agree,5
R_tFgpQ636MClxHSV,RE,10,NA,2,2
R_tFgpQ636MClxHSV,EE,1,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EA,1,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,EA,2,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EA,3,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EE,2,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EE,3,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EA,4,NA,2,2
R_tFgpQ636MClxHSV,EA,5,NA,2,2
R_tFgpQ636MClxHSV,EA,6,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,EE,4,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,EE,5,NA,2,2
R_tFgpQ636MClxHSV,EE,6,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,EE,7,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,EE,8,neg,4,2
R_tFgpQ636MClxHSV,EA,7,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EE,9,neg,4,2
R_tFgpQ636MClxHSV,EA,8,neg,Strongly Agree,1
R_tFgpQ636MClxHSV,EE,10,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EA,9,NA,Strongly Disagree,1
R_tFgpQ636MClxHSV,EA,10,neg,2,4
R_8AGSWBQpPasvjmp,RE,1,neg,2,4
R_8AGSWBQpPasvjmp,RA,1,neg,2,4
R_8AGSWBQpPasvjmp,RE,2,NA,4,4
R_8AGSWBQpPasvjmp,RA,2,neg,2,4
R_8AGSWBQpPasvjmp,RE,3,neg,Strongly Disagree,5
R_8AGSWBQpPasvjmp,RE,4,NA,2,2
R_8AGSWBQpPasvjmp,RE,5,neg,2,4
R_8AGSWBQpPasvjmp,RA,3,neg,2,4
R_8AGSWBQpPasvjmp,RA,4,neg,2,4
R_8AGSWBQpPasvjmp,RE,6,NA,2,2
R_8AGSWBQpPasvjmp,RE,7,neg,3,3
R_8AGSWBQpPasvjmp,RA,5,neg,3,3
R_8AGSWBQpPasvjmp,RA,6,NA,3,3
R_8AGSWBQpPasvjmp,RA,7,NA,4,4
R_8AGSWBQpPasvjmp,RE,8,NA,3,3
R_8AGSWBQpPasvjmp,RA,8,NA,2,2
R_8AGSWBQpPasvjmp,RA,9,NA,3,3
R_8AGSWBQpPasvjmp,RE,9,neg,4,2
R_8AGSWBQpPasvjmp,RA,10,NA,2,2
R_8AGSWBQpPasvjmp,RE,10,NA,4,4
R_8AGSWBQpPasvjmp,EE,1,NA,4,4
R_8AGSWBQpPasvjmp,EA,1,neg,Strongly Disagree,5
R_8AGSWBQpPasvjmp,EA,2,NA,4,4
R_8AGSWBQpPasvjmp,EA,3,NA,4,4
R_8AGSWBQpPasvjmp,EE,2,NA,4,4
R_8AGSWBQpPasvjmp,EE,3,NA,4,4
R_8AGSWBQpPasvjmp,EA,4,NA,4,4
R_8AGSWBQpPasvjmp,EA,5,NA,Strongly Agree,5
R_8AGSWBQpPasvjmp,EA,6,neg,Strongly Disagree,5
R_8AGSWBQpPasvjmp,EE,4,neg,2,4
R_8AGSWBQpPasvjmp,EE,5,NA,4,4
R_8AGSWBQpPasvjmp,EE,6,neg,2,4
R_8AGSWBQpPasvjmp,EE,7,neg,2,4
R_8AGSWBQpPasvjmp,EE,8,neg,Strongly Disagree,5
R_8AGSWBQpPasvjmp,EA,7,NA,Strongly Agree,5
R_8AGSWBQpPasvjmp,EE,9,neg,2,4
R_8AGSWBQpPasvjmp,EA,8,neg,2,4
R_8AGSWBQpPasvjmp,EE,10,NA,3,3
R_8AGSWBQpPasvjmp,EA,9,NA,4,4
R_8AGSWBQpPasvjmp,EA,10,neg,3,3
R_1lid60axyi9vYiM,RE,1,neg,3,3
R_1lid60axyi9vYiM,RA,1,neg,2,4
R_1lid60axyi9vYiM,RE,2,NA,4,4
R_1lid60axyi9vYiM,RA,2,neg,2,4
R_1lid60axyi9vYiM,RE,3,neg,2,4
R_1lid60axyi9vYiM,RE,4,NA,3,3
R_1lid60axyi9vYiM,RE,5,neg,3,3
R_1lid60axyi9vYiM,RA,3,neg,3,3
R_1lid60axyi9vYiM,RA,4,neg,3,3
R_1lid60axyi9vYiM,RE,6,NA,3,3
R_1lid60axyi9vYiM,RE,7,neg,3,3
R_1lid60axyi9vYiM,RA,5,neg,2,4
R_1lid60axyi9vYiM,RA,6,NA,3,3
R_1lid60axyi9vYiM,RA,7,NA,3,3
R_1lid60axyi9vYiM,RE,8,NA,4,4
R_1lid60axyi9vYiM,RA,8,NA,3,3
R_1lid60axyi9vYiM,RA,9,NA,3,3
R_1lid60axyi9vYiM,RE,9,neg,3,3
R_1lid60axyi9vYiM,RA,10,NA,3,3
R_1lid60axyi9vYiM,RE,10,NA,3,3
R_1lid60axyi9vYiM,EE,1,NA,4,4
R_1lid60axyi9vYiM,EA,1,neg,Strongly Disagree,5
R_1lid60axyi9vYiM,EA,2,NA,4,4
R_1lid60axyi9vYiM,EA,3,NA,4,4
R_1lid60axyi9vYiM,EE,2,NA,4,4
R_1lid60axyi9vYiM,EE,3,NA,4,4
R_1lid60axyi9vYiM,EA,4,NA,4,4
R_1lid60axyi9vYiM,EA,5,NA,4,4
R_1lid60axyi9vYiM,EA,6,neg,2,4
R_1lid60axyi9vYiM,EE,4,neg,2,4
R_1lid60axyi9vYiM,EE,5,NA,4,4
R_1lid60axyi9vYiM,EE,6,neg,Strongly Disagree,5
R_1lid60axyi9vYiM,EE,7,neg,2,4
R_1lid60axyi9vYiM,EE,8,neg,2,4
R_1lid60axyi9vYiM,EA,7,NA,3,3
R_1lid60axyi9vYiM,EE,9,neg,2,4
R_1lid60axyi9vYiM,EA,8,neg,2,4
R_1lid60axyi9vYiM,EE,10,NA,3,3
R_1lid60axyi9vYiM,EA,9,NA,3,3
R_1lid60axyi9vYiM,EA,10,neg,2,4
R_1gdWv5GX938t7rt,RE,1,neg,2,4
R_1gdWv5GX938t7rt,RA,1,neg,2,4
R_1gdWv5GX938t7rt,RE,2,NA,4,4
R_1gdWv5GX938t7rt,RA,2,neg,2,4
R_1gdWv5GX938t7rt,RE,3,neg,2,4
R_1gdWv5GX938t7rt,RE,4,NA,4,4
R_1gdWv5GX938t7rt,RE,5,neg,2,4
R_1gdWv5GX938t7rt,RA,3,neg,2,4
R_1gdWv5GX938t7rt,RA,4,neg,2,4
R_1gdWv5GX938t7rt,RE,6,NA,4,4
R_1gdWv5GX938t7rt,RE,7,neg,3,3
R_1gdWv5GX938t7rt,RA,5,neg,2,4
R_1gdWv5GX938t7rt,RA,6,NA,4,4
R_1gdWv5GX938t7rt,RA,7,NA,4,4
R_1gdWv5GX938t7rt,RE,8,NA,4,4
R_1gdWv5GX938t7rt,RA,8,NA,4,4
R_1gdWv5GX938t7rt,RA,9,NA,4,4
R_1gdWv5GX938t7rt,RE,9,neg,4,2
R_1gdWv5GX938t7rt,RA,10,NA,4,4
R_1gdWv5GX938t7rt,RE,10,NA,2,2
R_1gdWv5GX938t7rt,EE,1,NA,4,4
R_1gdWv5GX938t7rt,EA,1,neg,2,4
R_1gdWv5GX938t7rt,EA,2,NA,3,3
R_1gdWv5GX938t7rt,EA,3,NA,3,3
R_1gdWv5GX938t7rt,EE,2,NA,4,4
R_1gdWv5GX938t7rt,EE,3,NA,4,4
R_1gdWv5GX938t7rt,EA,4,NA,Strongly Agree,5
R_1gdWv5GX938t7rt,EA,5,NA,Strongly Agree,5
R_1gdWv5GX938t7rt,EA,6,neg,4,2
R_1gdWv5GX938t7rt,EE,4,neg,2,4
R_1gdWv5GX938t7rt,EE,5,NA,4,4
R_1gdWv5GX938t7rt,EE,6,neg,Strongly Disagree,5
R_1gdWv5GX938t7rt,EE,7,neg,4,2
R_1gdWv5GX938t7rt,EE,8,neg,Strongly Disagree,5
R_1gdWv5GX938t7rt,EA,7,NA,2,2
R_1gdWv5GX938t7rt,EE,9,neg,Strongly Agree,1
R_1gdWv5GX938t7rt,EA,8,neg,2,4
R_1gdWv5GX938t7rt,EE,10,NA,3,3
R_1gdWv5GX938t7rt,EA,9,NA,2,2
R_1gdWv5GX938t7rt,EA,10,neg,4,2
R_2Yhxe1EG3CUlYJK,RE,1,neg,3,3
R_2Yhxe1EG3CUlYJK,RA,1,neg,2,4
R_2Yhxe1EG3CUlYJK,RE,2,NA,4,4
R_2Yhxe1EG3CUlYJK,RA,2,neg,2,4
R_2Yhxe1EG3CUlYJK,RE,3,neg,3,3
R_2Yhxe1EG3CUlYJK,RE,4,NA,4,4
R_2Yhxe1EG3CUlYJK,RE,5,neg,2,4
R_2Yhxe1EG3CUlYJK,RA,3,neg,2,4
R_2Yhxe1EG3CUlYJK,RA,4,neg,2,4
R_2Yhxe1EG3CUlYJK,RE,6,NA,4,4
R_2Yhxe1EG3CUlYJK,RE,7,neg,3,3
R_2Yhxe1EG3CUlYJK,RA,5,neg,Strongly Agree,1
R_2Yhxe1EG3CUlYJK,RA,6,NA,3,3
R_2Yhxe1EG3CUlYJK,RA,7,NA,4,4
R_2Yhxe1EG3CUlYJK,RE,8,NA,4,4
R_2Yhxe1EG3CUlYJK,RA,8,NA,Strongly Agree,5
R_2Yhxe1EG3CUlYJK,RA,9,NA,4,4
R_2Yhxe1EG3CUlYJK,RE,9,neg,2,4
R_2Yhxe1EG3CUlYJK,RA,10,NA,2,2
R_2Yhxe1EG3CUlYJK,RE,10,NA,4,4
R_2Yhxe1EG3CUlYJK,EE,1,NA,4,4
R_2Yhxe1EG3CUlYJK,EA,1,neg,4,2
R_2Yhxe1EG3CUlYJK,EA,2,NA,3,3
R_2Yhxe1EG3CUlYJK,EA,3,NA,4,4
R_2Yhxe1EG3CUlYJK,EE,2,NA,4,4
R_2Yhxe1EG3CUlYJK,EE,3,NA,3,3
R_2Yhxe1EG3CUlYJK,EA,4,NA,2,2
R_2Yhxe1EG3CUlYJK,EA,5,NA,3,3
R_2Yhxe1EG3CUlYJK,EA,6,neg,2,4
R_2Yhxe1EG3CUlYJK,EE,4,neg,3,3
R_2Yhxe1EG3CUlYJK,EE,5,NA,4,4
R_2Yhxe1EG3CUlYJK,EE,6,neg,2,4
R_2Yhxe1EG3CUlYJK,EE,7,neg,3,3
R_2Yhxe1EG3CUlYJK,EE,8,neg,2,4
R_2Yhxe1EG3CUlYJK,EA,7,NA,3,3
R_2Yhxe1EG3CUlYJK,EE,9,neg,3,3
R_2Yhxe1EG3CUlYJK,EA,8,neg,2,4
R_2Yhxe1EG3CUlYJK,EE,10,NA,4,4
R_2Yhxe1EG3CUlYJK,EA,9,NA,2,2
R_2Yhxe1EG3CUlYJK,EA,10,neg,3,3
R_1Tv8RlXGXRDH6BX,RE,1,neg,3,3
R_1Tv8RlXGXRDH6BX,RA,1,neg,2,4
R_1Tv8RlXGXRDH6BX,RE,2,NA,4,4
R_1Tv8RlXGXRDH6BX,RA,2,neg,2,4
R_1Tv8RlXGXRDH6BX,RE,3,neg,2,4
R_1Tv8RlXGXRDH6BX,RE,4,NA,4,4
R_1Tv8RlXGXRDH6BX,RE,5,neg,4,2
R_1Tv8RlXGXRDH6BX,RA,3,neg,2,4
R_1Tv8RlXGXRDH6BX,RA,4,neg,2,4
R_1Tv8RlXGXRDH6BX,RE,6,NA,4,4
R_1Tv8RlXGXRDH6BX,RE,7,neg,2,4
R_1Tv8RlXGXRDH6BX,RA,5,neg,3,3
R_1Tv8RlXGXRDH6BX,RA,6,NA,4,4
R_1Tv8RlXGXRDH6BX,RA,7,NA,4,4
R_1Tv8RlXGXRDH6BX,RE,8,NA,4,4
R_1Tv8RlXGXRDH6BX,RA,8,NA,4,4
R_1Tv8RlXGXRDH6BX,RA,9,NA,4,4
R_1Tv8RlXGXRDH6BX,RE,9,neg,Strongly Disagree,5
R_1Tv8RlXGXRDH6BX,RA,10,NA,4,4
R_1Tv8RlXGXRDH6BX,RE,10,NA,4,4
R_1Tv8RlXGXRDH6BX,EE,1,NA,3,3
R_1Tv8RlXGXRDH6BX,EA,1,neg,2,4
R_1Tv8RlXGXRDH6BX,EA,2,NA,3,3
R_1Tv8RlXGXRDH6BX,EA,3,NA,2,2
R_1Tv8RlXGXRDH6BX,EE,2,NA,3,3
R_1Tv8RlXGXRDH6BX,EE,3,NA,2,2
R_1Tv8RlXGXRDH6BX,EA,4,NA,4,4
R_1Tv8RlXGXRDH6BX,EA,5,NA,3,3
R_1Tv8RlXGXRDH6BX,EA,6,neg,2,4
R_1Tv8RlXGXRDH6BX,EE,4,neg,2,4
R_1Tv8RlXGXRDH6BX,EE,5,NA,3,3
R_1Tv8RlXGXRDH6BX,EE,6,neg,4,2
R_1Tv8RlXGXRDH6BX,EE,7,neg,4,2
R_1Tv8RlXGXRDH6BX,EE,8,neg,2,4
R_1Tv8RlXGXRDH6BX,EA,7,NA,4,4
R_1Tv8RlXGXRDH6BX,EE,9,neg,4,2
R_1Tv8RlXGXRDH6BX,EA,8,neg,2,4
R_1Tv8RlXGXRDH6BX,EE,10,NA,3,3
R_1Tv8RlXGXRDH6BX,EA,9,NA,4,4
R_1Tv8RlXGXRDH6BX,EA,10,neg,2,4
R_2Vsg4M2YZmMyKjz,RE,1,neg,4,2
R_2Vsg4M2YZmMyKjz,RA,1,neg,2,4
R_2Vsg4M2YZmMyKjz,RE,2,NA,Strongly Agree,5
R_2Vsg4M2YZmMyKjz,RA,2,neg,2,4
R_2Vsg4M2YZmMyKjz,RE,3,neg,2,4
R_2Vsg4M2YZmMyKjz,RE,4,NA,Strongly Agree,5
R_2Vsg4M2YZmMyKjz,RE,5,neg,Strongly Disagree,5
R_2Vsg4M2YZmMyKjz,RA,3,neg,4,2
R_2Vsg4M2YZmMyKjz,RA,4,neg,2,4
R_2Vsg4M2YZmMyKjz,RE,6,NA,Strongly Agree,5
R_2Vsg4M2YZmMyKjz,RE,7,neg,2,4
R_2Vsg4M2YZmMyKjz,RA,5,neg,2,4
R_2Vsg4M2YZmMyKjz,RA,6,NA,4,4
R_2Vsg4M2YZmMyKjz,RA,7,NA,Strongly Agree,5
R_2Vsg4M2YZmMyKjz,RE,8,NA,4,4
R_2Vsg4M2YZmMyKjz,RA,8,NA,Strongly Agree,5
R_2Vsg4M2YZmMyKjz,RA,9,NA,4,4
R_2Vsg4M2YZmMyKjz,RE,9,neg,Strongly Disagree,5
R_2Vsg4M2YZmMyKjz,RA,10,NA,4,4
R_2Vsg4M2YZmMyKjz,RE,10,NA,Strongly Agree,5
R_2Vsg4M2YZmMyKjz,EE,1,NA,3,3
R_2Vsg4M2YZmMyKjz,EA,1,neg,3,3
R_2Vsg4M2YZmMyKjz,EA,2,NA,3,3
R_2Vsg4M2YZmMyKjz,EA,3,NA,3,3
R_2Vsg4M2YZmMyKjz,EE,2,NA,2,2
R_2Vsg4M2YZmMyKjz,EE,3,NA,2,2
R_2Vsg4M2YZmMyKjz,EA,4,NA,4,4
R_2Vsg4M2YZmMyKjz,EA,5,NA,2,2
R_2Vsg4M2YZmMyKjz,EA,6,neg,4,2
R_2Vsg4M2YZmMyKjz,EE,4,neg,4,2
R_2Vsg4M2YZmMyKjz,EE,5,NA,3,3
R_2Vsg4M2YZmMyKjz,EE,6,neg,Strongly Agree,1
R_2Vsg4M2YZmMyKjz,EE,7,neg,Strongly Agree,1
R_2Vsg4M2YZmMyKjz,EE,8,neg,4,2
R_2Vsg4M2YZmMyKjz,EA,7,NA,3,3
R_2Vsg4M2YZmMyKjz,EE,9,neg,3,3
R_2Vsg4M2YZmMyKjz,EA,8,neg,3,3
R_2Vsg4M2YZmMyKjz,EE,10,NA,3,3
R_2Vsg4M2YZmMyKjz,EA,9,NA,3,3
R_2Vsg4M2YZmMyKjz,EA,10,neg,3,3
R_2zJceBDE6LOaCWz,RE,1,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RA,1,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RE,2,NA,3,3
R_2zJceBDE6LOaCWz,RA,2,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RE,3,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RE,4,NA,3,3
R_2zJceBDE6LOaCWz,RE,5,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RA,3,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RA,4,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RE,6,NA,Strongly Disagree,1
R_2zJceBDE6LOaCWz,RE,7,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RA,5,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RA,6,NA,3,3
R_2zJceBDE6LOaCWz,RA,7,NA,4,4
R_2zJceBDE6LOaCWz,RE,8,NA,Strongly Disagree,1
R_2zJceBDE6LOaCWz,RA,8,NA,4,4
R_2zJceBDE6LOaCWz,RA,9,NA,4,4
R_2zJceBDE6LOaCWz,RE,9,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,RA,10,NA,Strongly Agree,5
R_2zJceBDE6LOaCWz,RE,10,NA,4,4
R_2zJceBDE6LOaCWz,EE,1,NA,4,4
R_2zJceBDE6LOaCWz,EA,1,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EA,2,NA,4,4
R_2zJceBDE6LOaCWz,EA,3,NA,4,4
R_2zJceBDE6LOaCWz,EE,2,NA,4,4
R_2zJceBDE6LOaCWz,EE,3,NA,4,4
R_2zJceBDE6LOaCWz,EA,4,NA,4,4
R_2zJceBDE6LOaCWz,EA,5,NA,Strongly Agree,5
R_2zJceBDE6LOaCWz,EA,6,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EE,4,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EE,5,NA,4,4
R_2zJceBDE6LOaCWz,EE,6,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EE,7,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EE,8,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EA,7,NA,4,4
R_2zJceBDE6LOaCWz,EE,9,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EA,8,neg,Strongly Disagree,5
R_2zJceBDE6LOaCWz,EE,10,NA,Strongly Disagree,1
R_2zJceBDE6LOaCWz,EA,9,NA,Strongly Disagree,1
R_2zJceBDE6LOaCWz,EA,10,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RE,1,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RA,1,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RE,2,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RA,2,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RE,3,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RE,4,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RE,5,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RA,3,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RA,4,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RE,6,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RE,7,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RA,5,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RA,6,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RA,7,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RE,8,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RA,8,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RA,9,NA,Strongly Agree,5
